,provstate,city,latitude,longitude,doubtterr,success,attacktype1_txt,targtype1_txt,natlty1_txt,gname,nperps,nperpcap,claimed,claimmode_txt,weaptype1_txt,nkill,nkillus,nkillter,nwound,nwoundus,nwoundte,propvalue,INT_IDEO,INT_MISC,president_party,state_governor_party,date
2025,California,San Diego,32.715695000000004,-117.16171899999999,0,0,Bombing/Explosion,Religious Figures/Institutions,United States,Unknown,-99.0,-99.0,0.0,,Explosives,0,0.0,0.0,0.0,0.0,0.0,,-9,0,Republican,Republican,1-11-1991
2026,Puerto Rico,Caguas,18.238723999999998,-66.035227,0,1,Bombing/Explosion,Military,United States,Unknown,,,,,Explosives,,,,,,,,-9,0,Republican,Popular Democratic Party,1-24-1991
2027,Washington,Maple Grove,48.067865999999995,-123.91638700000001,1,1,Facility/Infrastructure Attack,Government (General),United States,Unknown,-99.0,-99.0,0.0,,Incendiary,0,0.0,0.0,0.0,0.0,0.0,30000,-9,0,Republican,Democrat,2-1-1991
2028,Washington,Maple Grove,47.968837,-123.86308700000001,1,1,Facility/Infrastructure Attack,Government (General),United States,Unknown,-99.0,-99.0,0.0,,Incendiary,0,0.0,0.0,0.0,0.0,0.0,12000,-9,0,Republican,Democrat,2-1-1991
2029,Puerto Rico,San Juan,18.386932,-66.061127,1,1,Facility/Infrastructure Attack,Military,United States,Popular Liberation Army (Puerto Rico),,,,,Incendiary,,,,,,,,0,0,Republican,Popular Democratic Party,2-2-1991
2030,Ohio,Columbus,39.96196,-83.002984,0,1,Facility/Infrastructure Attack,Abortion Related,United States,Christian Liberation Army,-99.0,-99.0,1.0,Letter,Incendiary,0,0.0,0.0,0.0,0.0,0.0,75000,0,0,Republican,Republican,2-14-1991
2031,Puerto Rico,Unknown,18.220833,-66.590149,1,1,Facility/Infrastructure Attack,Military,United States,Popular Liberation Army (Puerto Rico),,,,,Incendiary,,,,,,,,0,0,Republican,Popular Democratic Party,2-18-1991
2032,Florida,Miami,25.774591,-80.21419499999999,0,1,Assassination,Journalists & Media,Haiti,Tontons Macoutes,2.0,2.0,0.0,,Firearms,1,0.0,0.0,0.0,0.0,0.0,,0,1,Republican,Democrat,2-18-1991
2033,Ohio,Columbus,39.96196,-83.002984,0,1,Facility/Infrastructure Attack,Abortion Related,United States,Christian Liberation Army,-99.0,-99.0,1.0,Letter,Incendiary,0,0.0,0.0,0.0,0.0,0.0,250000,0,0,Republican,Republican,2-23-1991
2034,Florida,Miami,25.774591,-80.21419499999999,0,1,Assassination,Journalists & Media,Haiti,Tontons Macoutes,3.0,3.0,0.0,,Firearms,1,0.0,0.0,0.0,0.0,0.0,,0,1,Republican,Democrat,3-15-1991
2035,Puerto Rico,San Juan,18.386932,-66.061127,1,1,Facility/Infrastructure Attack,Military,United States,Popular Liberation Army (Puerto Rico),,,,,Incendiary,,,,,,,100000,0,0,Republican,Popular Democratic Party,3-17-1991
2036,North Carolina,Greensboro,36.068994,-79.79470400000001,0,1,Facility/Infrastructure Attack,Abortion Related,United States,Anti-Abortion extremists,1.0,1.0,0.0,,Incendiary,0,0.0,0.0,0.0,0.0,0.0,3000,-9,-9,Republican,Republican,3-17-1991
2037,North Carolina,Greensboro,36.068994,-79.79470400000001,0,1,Facility/Infrastructure Attack,Abortion Related,United States,Anti-Abortion extremists,1.0,1.0,0.0,,Incendiary,0,0.0,0.0,0.0,0.0,0.0,100000,-9,-9,Republican,Republican,3-17-1991
2038,California,Fresno,36.73048,-119.724526,0,1,Bombing/Explosion,Government (General),United States,"Up the IRS, Inc",1.0,1.0,0.0,,Explosives,0,0.0,0.0,0.0,0.0,0.0,,0,0,Republican,Republican,3-31-1991
2039,California,Fresno,36.740685,-119.785734,0,1,Bombing/Explosion,Government (General),United States,"Up the IRS, Inc",1.0,,,,Explosives,,,,,,,,0,0,Republican,Republican,4-1-1991
2040,Ohio,Columbus,39.96196,-83.002984,0,1,Facility/Infrastructure Attack,Abortion Related,United States,Anti-Abortion extremists,1.0,-99.0,0.0,,Incendiary,0,0.0,0.0,0.0,0.0,0.0,1000,-9,-9,Republican,Republican,4-14-1991
2041,New Jersey,Woodbridge,40.554520000000004,-74.27851899999999,1,1,Facility/Infrastructure Attack,Abortion Related,United States,Anti-Abortion extremists,-99.0,0.0,0.0,,Incendiary,0,0.0,0.0,2.0,2.0,0.0,500000,-9,0,Republican,Democrat,4-22-1991
2042,Alabama,Mobile,30.686395,-88.053239,0,1,Facility/Infrastructure Attack,Abortion Related,United States,Anti-Abortion extremists,-99.0,-99.0,0.0,,Incendiary,0,0.0,0.0,0.0,0.0,0.0,80000,-9,-9,Republican,Republican,5-6-1991
2043,Florida,Miami,25.774591,-80.21419499999999,0,1,Bombing/Explosion,Business,Haiti,Tontons Macoutes,,,,,Explosives,0,0.0,0.0,0.0,0.0,0.0,,1,1,Republican,Democrat,5-7-1991
2044,Oregon,Corvallis,44.563781,-123.279444,0,1,Facility/Infrastructure Attack,Educational Institution,United States,Animal Liberation Front (ALF),-99.0,1.0,1.0,Letter,Incendiary,0,0.0,0.0,0.0,0.0,0.0,75000,0,1,Republican,Democrat,6-10-1991
2045,Washington,Edmonds,47.810945000000004,-122.377074,0,1,Facility/Infrastructure Attack,Business,United States,Animal Liberation Front (ALF),-99.0,1.0,1.0,Letter,Incendiary,0,0.0,0.0,0.0,0.0,0.0,500000,0,1,Republican,Democrat,6-15-1991
2046,California,San Francisco,37.755363,-122.443352,0,1,Bombing/Explosion,Government (Diplomatic),South Korea,Unknown,,,,,Explosives,0,,,0.0,,,,-9,1,Republican,Republican,6-29-1991
2047,Puerto Rico,Borinquen,18.473459,-67.159415,0,1,Facility/Infrastructure Attack,Military,United States,Popular Liberation Army (Puerto Rico),-99.0,-99.0,0.0,,Incendiary,0,0.0,0.0,0.0,0.0,0.0,,0,0,Republican,Popular Democratic Party,7-6-1991
2048,North Carolina,Fayetteville,35.078014,-78.963646,0,1,Facility/Infrastructure Attack,Abortion Related,United States,Anti-Abortion extremists,-99.0,-99.0,0.0,,Incendiary,0,0.0,0.0,0.0,0.0,0.0,50000,-9,0,Republican,Republican,8-3-1991
2049,Nebraska,Bellevue,41.158611,-95.934167,0,1,Facility/Infrastructure Attack,Abortion Related,United States,Anti-Abortion extremists,-99.0,0.0,0.0,,Incendiary,0,0.0,0.0,0.0,0.0,0.0,,-9,0,Republican,Democrat,9-6-1991
2050,Puerto Rico,Yauco,18.03496,-66.84984399999999,0,1,Bombing/Explosion,Government (General),Puerto Rico,Puerto Rican Nationalists,-99.0,-99.0,1.0,Call (post-incident),Explosives,0,0.0,0.0,0.0,0.0,0.0,2000,0,0,Republican,Popular Democratic Party,9-11-1991
2051,Illinois,Aurora,41.760538000000004,-88.320233,0,1,Facility/Infrastructure Attack,Abortion Related,United States,Anti-Abortion extremists,-99.0,-99.0,0.0,,Melee,0,0.0,0.0,0.0,0.0,0.0,187500,-9,0,Republican,Republican,9-14-1991
2052,Florida,Tampa,27.934397999999998,-82.473922,0,1,Facility/Infrastructure Attack,Abortion Related,United States,Anti-Abortion extremists,-99.0,-99.0,0.0,,Incendiary,0,0.0,0.0,0.0,0.0,0.0,30000,-9,0,Republican,Democrat,11-17-1991
2053,Oregon,Yamhill,45.340375,-123.18786899999999,0,1,Facility/Infrastructure Attack,Business,United States,Animal Liberation Front (ALF),-99.0,-99.0,1.0,Call (post-incident),Incendiary,0,0.0,0.0,0.0,0.0,0.0,96000,0,1,Republican,Democrat,12-21-1991
2054,Missouri,Springfield,37.208975,-93.29156400000001,0,1,Armed Assault,Abortion Related,United States,Anti-Abortion extremists,1.0,0.0,0.0,,Firearms,0,0.0,0.0,2.0,2.0,0.0,,-9,0,Republican,Republican,12-28-1991
2055,Texas,Houston,29.813822,-95.36529499999999,1,0,Assassination,Abortion Related,United States,Anti-Abortion extremists,-99.0,-99.0,0.0,,Firearms,0,0.0,0.0,1.0,1.0,0.0,,-9,0,Republican,Democrat,1-14-1992
2056,Montana,Helena,46.58976,-112.021204,0,1,Facility/Infrastructure Attack,Abortion Related,United States,Anti-Abortion extremists,1.0,1.0,0.0,,Incendiary,0,0.0,0.0,0.0,0.0,0.0,75000,-9,0,Republican,Republican,1-18-1992
2057,Texas,Beaumont,30.08615,-94.101584,0,1,Facility/Infrastructure Attack,Abortion Related,United States,Anti-Abortion extremists,-99.0,-99.0,0.0,,Incendiary,0,0.0,0.0,1.0,1.0,0.0,300000,-9,0,Republican,Democrat,1-30-1992
2058,Massachusetts,Boston,42.358635,-71.056699,1,1,Assassination,Educational Institution,Japan,Unknown,1.0,,,,Firearms,1,,,0.0,,,,-9,1,Republican,Republican,2-18-1992
2059,New York,New York City,40.697132,-73.931351,0,1,Bombing/Explosion,Government (Diplomatic),International,Kahane Chai,,,,,Explosives,0,,,0.0,,,,1,1,Republican,Democrat,2-26-1992
2060,New York,New York City,40.697132,-73.931351,0,0,Bombing/Explosion,Telecommunication,United States,Unknown,,,,,Explosives,0,,,0.0,,,,-9,0,Republican,Democrat,2-26-1992
2061,Michigan,East Lansing,42.731684,-84.47776400000001,0,1,Facility/Infrastructure Attack,Educational Institution,United States,Animal Liberation Front (ALF),-99.0,1.0,-9.0,,Incendiary,0,0.0,0.0,0.0,0.0,0.0,125000,1,0,Republican,Republican,2-28-1992
2062,New York,New York City,40.697132,-73.931351,0,1,Assassination,Journalists & Media,United States,Medellin Drug Cartel,,,,,Firearms,1,,,0.0,,,,1,0,Republican,Democrat,3-11-1992
2063,New York,New York City,40.697132,-73.931351,0,1,Hostage Taking (Barricade Incident),Government (Diplomatic),Iran,Mujahedin-e Khalq (MEK),5.0,5.0,1.0,Letter,Melee,0,0.0,0.0,0.0,0.0,0.0,-99,1,1,Republican,Democrat,4-5-1992
2064,Oregon,Ashland,42.199670000000005,-122.71702900000001,0,1,Facility/Infrastructure Attack,Abortion Related,United States,Anti-Abortion extremists,1.0,1.0,0.0,,Incendiary,0,0.0,0.0,0.0,0.0,0.0,379000,-9,0,Republican,Democrat,4-11-1992
2065,California,Hayward,37.675211,-122.079314,1,1,Armed Assault,Government (General),United States,Anti-Government Group,-99.0,-99.0,0.0,,Firearms,0,0.0,0.0,0.0,0.0,0.0,1000,-9,0,Republican,Republican,4-15-1992
2066,North Dakota,Fargo,46.877257,-96.790247,0,1,Facility/Infrastructure Attack,Abortion Related,United States,Anti-Abortion extremists,-99.0,-99.0,0.0,,Incendiary,0,0.0,0.0,0.0,0.0,0.0,2000,-9,0,Republican,Republican,4-25-1992
2067,California,Redding,40.587515,-122.39293400000001,0,1,Facility/Infrastructure Attack,Abortion Related,United States,Anti-Abortion extremists,1.0,1.0,0.0,,Incendiary,0,0.0,0.0,0.0,0.0,0.0,70000,-9,0,Republican,Republican,6-6-1992
2068,Missouri,Kansas City,39.176086,-94.574127,0,0,Facility/Infrastructure Attack,Abortion Related,United States,Anti-Abortion extremists,-99.0,-99.0,0.0,,Incendiary,0,0.0,0.0,0.0,0.0,0.0,,-9,0,Republican,Republican,6-21-1992
2069,California,Newport Beach,33.61655,-117.930371,0,1,Facility/Infrastructure Attack,Abortion Related,United States,Anti-Abortion extremists,-99.0,-99.0,0.0,,Incendiary,0,0.0,0.0,0.0,0.0,0.0,9000,-9,0,Republican,Republican,7-1-1992
2070,Oregon,Portland,45.511795,-122.675629,0,1,Facility/Infrastructure Attack,Abortion Related,United States,Anti-Abortion extremists,1.0,1.0,0.0,,Incendiary,0,0.0,0.0,0.0,0.0,0.0,2500,-9,0,Republican,Democrat,8-1-1992
2071,Nevada,Reno,39.527395,-119.813414,0,1,Facility/Infrastructure Attack,Abortion Related,United States,Anti-Abortion extremists,1.0,1.0,0.0,,Incendiary,0,0.0,0.0,0.0,0.0,0.0,,-9,0,Republican,Democrat,8-8-1992
2072,California,Sacramento,38.579065,-121.49101399999999,0,1,Facility/Infrastructure Attack,Abortion Related,United States,Anti-Abortion extremists,1.0,1.0,0.0,,Incendiary,0,0.0,0.0,0.0,0.0,0.0,5000,-9,0,Republican,Republican,8-18-1992
2073,Nevada,Reno,39.527395,-119.813414,0,1,Facility/Infrastructure Attack,Abortion Related,United States,Anti-Abortion extremists,1.0,1.0,0.0,,Incendiary,0,0.0,0.0,0.0,0.0,0.0,,-9,0,Republican,Democrat,8-18-1992
2074,Puerto Rico,San Juan,18.386932,-66.061127,0,0,Assassination,Government (General),Puerto Rico,Unknown,1.0,,,,Melee,0,,,0.0,,,,-9,0,Republican,Popular Democratic Party,8-29-1992
2075,Virginia,Richmond,37.5407,-77.433654,0,1,Facility/Infrastructure Attack,Abortion Related,United States,Anti-Abortion extremists,-99.0,-99.0,0.0,,Incendiary,0,0.0,0.0,0.0,0.0,0.0,40000,-9,0,Republican,Democrat,9-6-1992
2076,Oregon,Eugene,44.04992,-123.088544,0,1,Facility/Infrastructure Attack,Abortion Related,United States,Anti-Abortion extremists,1.0,1.0,0.0,,Incendiary,0,0.0,0.0,0.0,0.0,0.0,1000,-9,0,Republican,Democrat,9-16-1992
2077,Utah,Millville,41.678056,-111.825149,0,1,Facility/Infrastructure Attack,Government (General),United States,Animal Liberation Front (ALF),-99.0,1.0,1.0,Letter,Incendiary,0,0.0,0.0,0.0,0.0,0.0,500000,0,1,Republican,Republican,10-24-1992
2078,Utah,Logan,41.745160999999996,-111.809743,0,1,Facility/Infrastructure Attack,Educational Institution,United States,Animal Liberation Front (ALF),-99.0,1.0,1.0,Letter,Incendiary,0,0.0,0.0,0.0,0.0,0.0,200000,0,1,Republican,Republican,10-24-1992
2079,Illinois,Westmont,41.7952,-87.977399,0,1,Facility/Infrastructure Attack,Abortion Related,United States,Anti-Abortion extremists,-99.0,-99.0,0.0,,Incendiary,0,0.0,0.0,0.0,0.0,0.0,2500,-9,0,Republican,Republican,11-2-1992
2080,Minnesota,Minneapolis,44.964985,-93.260193,0,1,Facility/Infrastructure Attack,Business,United States,Animal Rights extremists,-99.0,-99.0,0.0,,Incendiary,0,0.0,0.0,0.0,0.0,0.0,100000,-9,-9,Republican,Republican,11-8-1992
2081,Illinois,Champaign,40.102408000000004,-88.227159,0,0,Facility/Infrastructure Attack,Educational Institution,United States,Mexican Revolutionary Movement,-99.0,-99.0,1.0,Note left at scene,Incendiary,0,0.0,0.0,0.0,0.0,0.0,,1,0,Republican,Republican,11-19-1992
2082,California,Alhambra,34.0937,-118.127269,0,1,Facility/Infrastructure Attack,Abortion Related,United States,Anti-Abortion extremists,1.0,1.0,0.0,,Incendiary,0,0.0,0.0,1.0,1.0,0.0,175000,-9,0,Republican,Republican,11-28-1992
2083,California,Paramount,33.88946,-118.159791,0,1,Facility/Infrastructure Attack,Private Citizens & Property,United States,Fourth Reich Skinheads,1.0,1.0,0.0,,Incendiary,0,0.0,0.0,0.0,0.0,0.0,,0,0,Republican,Republican,12-0-1992
2084,Illinois,Chicago,41.842602,-87.681229,0,1,Bombing/Explosion,Military,United States,Boricua Revolutionary Front,3.0,-99.0,1.0,Note left at scene,Explosives,0,0.0,0.0,0.0,0.0,0.0,,0,0,Republican,Republican,12-10-1992
2085,California,San Diego,32.559473,-116.973468,-9,0,Assassination,Police,United States,Unknown,,,,,Firearms,0,,,0.0,,,,-9,0,Republican,Republican,12-11-1992
2086,California,Fresno,36.740685,-119.785734,0,1,Facility/Infrastructure Attack,Abortion Related,United States,Anti-Abortion extremists,-99.0,-99.0,0.0,,Incendiary,0,0.0,0.0,0.0,0.0,0.0,50000,-9,0,Republican,Republican,12-24-1992
2087,Montana,Helena,46.58976,-112.021204,0,1,Facility/Infrastructure Attack,Abortion Related,United States,Anti-Abortion extremists,1.0,1.0,0.0,,Incendiary,0,0.0,0.0,0.0,0.0,0.0,,-9,0,Democratic,Republican,1-0-1994
2088,New York,New York City,40.697132,-73.931351,0,0,Bombing/Explosion,Private Citizens & Property,United States,Maccabee Squad and the Shield of David,-99.0,-99.0,1.0,Note left at scene,Explosives,0,0.0,0.0,0.0,0.0,0.0,,0,0,Democratic,Democrat,1-6-1994
2089,New York,New York City,40.697132,-73.931351,0,0,Bombing/Explosion,Private Citizens & Property,United States,Maccabee Squad and the Shield of David,-99.0,-99.0,1.0,Note left at scene,Explosives,0,0.0,0.0,0.0,0.0,0.0,,0,0,Democratic,Democrat,1-6-1994
2090,Iowa,Ames,42.025345,-93.620199,1,1,Hostage Taking (Barricade Incident),Business,United States,Aryan Republican Army,2.0,2.0,0.0,,Firearms,0,0.0,0.0,0.0,0.0,0.0,11000,0,0,Democratic,Republican,1-25-1994
2091,California,San Diego,32.715695000000004,-117.16171899999999,0,1,Facility/Infrastructure Attack,Business,United States,Farm Animal Revenge Militia (FARM),-99.0,-99.0,1.0,Call (post-incident),Incendiary,0,0.0,0.0,0.0,0.0,0.0,40000,0,0,Democratic,Republican,1-27-1994
2092,Illinois,Chicago,41.842602,-87.681229,1,1,Facility/Infrastructure Attack,Educational Institution,United States,Palestinians,3.0,,,,Incendiary,0,,,0.0,,,,1,0,Democratic,Republican,1-28-1994
2093,California,San Diego,32.715695000000004,-117.16171899999999,0,1,Facility/Infrastructure Attack,Business,United States,Farm Animal Revenge Militia (FARM),-99.0,-99.0,1.0,Note left at scene,Incendiary,0,0.0,0.0,0.0,0.0,0.0,75000,0,0,Democratic,Republican,1-30-1994
2094,Iowa,Davenport,41.523505,-90.577549,1,1,Hostage Taking (Barricade Incident),Business,United States,Aryan Republican Army,2.0,2.0,0.0,,Firearms,0,0.0,0.0,0.0,0.0,0.0,4400,0,0,Democratic,Republican,2-15-1994
2095,New York,New York City,40.697132,-73.931351,-9,1,Armed Assault,Private Citizens & Property,United States,Anti-Semitic extremists,1.0,1.0,1.0,Personal claim,Firearms,1,1.0,,3.0,3.0,,,-9,0,Democratic,Democrat,3-1-1994
2096,Wisconsin,Green Bay,44.512795000000004,-88.010159,1,1,Hostage Taking (Barricade Incident),Business,United States,Aryan Republican Army,2.0,2.0,0.0,,Firearms,0,0.0,0.0,0.0,0.0,0.0,,0,0,Democratic,Republican,3-4-1994
2097,Florida,Miami,25.774591,-80.21419499999999,1,1,Assassination,Private Citizens & Property,Haiti,Unknown,2.0,,,,Firearms,1,,,0.0,,,,-9,1,Democratic,Democrat,3-9-1994
2098,Ohio,Cincinnati,39.103175,-84.511981,-9,1,Facility/Infrastructure Attack,Journalists & Media,United States,Unknown,,,,,Incendiary,0,,,0.0,,,,-9,0,Democratic,Republican,3-30-1994
2099,New York,New York City,40.697132,-73.931351,1,0,Assassination,Private Citizens & Property,United States,Unknown,,,,,Explosives,0,,,1.0,1.0,,,-9,0,Democratic,Democrat,4-5-1994
2100,New York,New York City,40.697132,-73.931351,0,0,Assassination,Journalists & Media,United States,Unknown,,,,,Explosives,0,,,0.0,,,,-9,0,Democratic,Democrat,5-18-1994
2101,New York,New York City,40.697132,-73.931351,-9,1,Assassination,Business,Spain,Unknown,,,,,Firearms,1,,,0.0,,,,-9,1,Democratic,Democrat,5-29-1994
2102,California,Riverside,33.953348999999996,-117.396156,1,0,Assassination,Religious Figures/Institutions,United States,Unknown,1.0,,,,Firearms,0,,,3.0,,,,-9,0,Democratic,Republican,5-29-1994
2103,Ohio,Springdale,39.291087,-84.482954,1,1,Hostage Taking (Barricade Incident),Business,United States,Aryan Republican Army,2.0,2.0,0.0,,Firearms,0,0.0,0.0,0.0,0.0,0.0,11890,0,0,Democratic,Republican,6-8-1994
2104,Mississippi,Jackson,32.29869,-90.180489,0,0,Assassination,Journalists & Media,United States,Unknown,,,,,Explosives,0,,,0.0,,,,-9,0,Democratic,Republican,7-19-1994
2105,Washington,Scott Lake,46.919086,-122.939912,0,1,Facility/Infrastructure Attack,Business,United States,Earth First!,-99.0,-99.0,1.0,Call (post-incident),Incendiary,0,0.0,0.0,0.0,0.0,0.0,-99,0,0,Democratic,Democrat,7-27-1994
2106,Florida,Pensacola,30.420845,-87.217239,0,1,Assassination,Abortion Related,United States,Anti-Abortion extremists,,,,,Firearms,2,,,1.0,,,,-9,0,Democratic,Democrat,7-29-1994
2107,Virginia,Falls Church,38.885490000000004,-77.173624,-9,1,Facility/Infrastructure Attack,Business,United States,Anti-Abortion extremists,,,,,Incendiary,0,,,0.0,,,10000,-9,0,Democratic,Republican,7-30-1994
2108,Washington,Scott Lake,46.919086,-122.939912,0,1,Facility/Infrastructure Attack,Business,United States,Earth First!,-99.0,-99.0,1.0,Call (post-incident),Incendiary,0,0.0,0.0,0.0,0.0,0.0,-99,0,0,Democratic,Democrat,7-31-1994
2109,Vermont,St. Albans,44.81302,-73.083034,0,0,Bombing/Explosion,Abortion Related,United States,Anti-Abortion extremists,1.0,1.0,0.0,,Explosives,0,0.0,0.0,0.0,0.0,0.0,,-9,0,Democratic,Democrat,8-9-1994
2110,Minnesota,Brainerd,46.353165000000004,-94.200689,0,1,Facility/Infrastructure Attack,Abortion Related,United States,Anti-Abortion extremists,-99.0,-99.0,0.0,,Incendiary,0,0.0,0.0,0.0,0.0,0.0,373000,-9,0,Democratic,Republican,8-10-1994
2111,Florida,Miami,25.774591,-80.21419499999999,-9,1,Facility/Infrastructure Attack,Journalists & Media,United States,Unknown,,,,,Incendiary,0,,,0.0,,,,-9,0,Democratic,Democrat,9-5-1994
2112,California,Yuba City,39.14076,-121.619399,-9,1,Facility/Infrastructure Attack,Religious Figures/Institutions,United States,Unknown,,,,,Incendiary,0,,,0.0,,,900000,-9,0,Democratic,Republican,9-6-1994
2113,District of Columbia,Washington,38.908642,-77.015381,-9,1,Facility/Infrastructure Attack,Government (General),United States,Unknown,1.0,,,,Unknown,1,1.0,,0.0,0.0,,,-9,0,Democratic,Nan,9-12-1994
2114,Kansas,Overland Park,38.984895,-94.671684,1,1,Hostage Taking (Barricade Incident),Business,United States,Aryan Republican Army,2.0,2.0,0.0,,Firearms,0,0.0,0.0,0.0,0.0,0.0,13000,0,0,Democratic,Democrat,9-21-1994
2115,Wisconsin,Madison,43.07295,-89.38669399999999,0,1,Bombing/Explosion,Government (General),United States,Unknown,,,,,Explosives,0,,,0.0,,,,-9,0,Democratic,Republican,10-5-1994
2116,California,Redding,40.587515,-122.39293400000001,0,1,Facility/Infrastructure Attack,Abortion Related,United States,Anti-Abortion extremists,1.0,1.0,0.0,,Incendiary,0,0.0,0.0,0.0,0.0,0.0,4000,-9,0,Democratic,Republican,10-9-1994
2117,California,Chico,39.728352,-121.83734799999999,0,1,Facility/Infrastructure Attack,Abortion Related,United States,Anti-Abortion extremists,1.0,1.0,0.0,,Incendiary,0,0.0,0.0,0.0,0.0,0.0,35000,-9,0,Democratic,Republican,10-9-1994
2118,Montana,Kalispell,48.201640000000005,-114.314901,0,1,Facility/Infrastructure Attack,Abortion Related,United States,Anti-Abortion extremists,1.0,1.0,0.0,,Incendiary,0,0.0,0.0,0.0,0.0,0.0,75000,-9,0,Democratic,Republican,10-11-1994
2119,Maine,Strong,44.815869,-70.21822900000001,0,1,Facility/Infrastructure Attack,Business,United States,Unknown,-99.0,-99.0,0.0,,Incendiary,0,0.0,0.0,0.0,0.0,0.0,25000,-9,0,Democratic,Republican,10-15-1994
2120,Texas,Lubbock,33.577858,-101.854814,1,1,Armed Assault,Private Citizens & Property,United States,Neo-Nazi extremists,3.0,3.0,0.0,,Firearms,1,1.0,0.0,0.0,0.0,0.0,,-9,-9,Democratic,Democrat,10-16-1994
2121,Texas,Lubbock,33.577858,-101.854814,1,1,Armed Assault,Private Citizens & Property,United States,Neo-Nazi extremists,3.0,3.0,0.0,,Firearms,0,0.0,0.0,1.0,1.0,0.0,,-9,-9,Democratic,Democrat,10-16-1994
2122,Texas,Lubbock,33.577858,-101.854814,1,1,Armed Assault,Private Citizens & Property,United States,Neo-Nazi extremists,3.0,3.0,0.0,,Firearms,0,0.0,0.0,1.0,1.0,0.0,,-9,-9,Democratic,Democrat,10-16-1994
2123,California,San Jose,37.338475,-121.88579399999999,0,0,Facility/Infrastructure Attack,Abortion Related,United States,Anti-Abortion extremists,-99.0,-99.0,0.0,,Incendiary,0,0.0,0.0,0.0,0.0,0.0,500,-9,0,Democratic,Republican,10-17-1994
2124,Ohio,Columbus,39.96196,-83.002984,1,1,Hostage Taking (Barricade Incident),Business,United States,Aryan Republican Army,3.0,3.0,0.0,,Explosives,0,0.0,0.0,0.0,0.0,0.0,3400,0,0,Democratic,Republican,10-25-1994
2125,District of Columbia,Washington,38.908642,-77.015381,0,0,Assassination,Government (General),United States,Unknown,1.0,,,,Firearms,0,,,0.0,,,,-9,0,Democratic,Nan,10-29-1994
2126,California,San Rafael,37.97457,-122.532474,0,1,Bombing/Explosion,Abortion Related,United States,Unknown,,,,,Explosives,0,,,0.0,,,,-9,0,Democratic,Republican,11-3-1994
2127,Florida,Miami,25.774591,-80.21419499999999,0,0,Unknown,Business,United States,Anti-Castro Group,3.0,,,,Unknown,,,0.0,,,0.0,,1,0,Democratic,Democrat,11-4-1994
2128,Iowa,Des Moines,41.579662,-93.62150600000001,1,1,Hostage Taking (Barricade Incident),Business,United States,Aryan Republican Army,2.0,2.0,0.0,,Firearms,0,0.0,0.0,0.0,0.0,0.0,29000,0,0,Democratic,Republican,11-11-1994
2129,California,Redding,40.587515,-122.39293400000001,0,0,Bombing/Explosion,Business,United States,Unknown,,,,,Explosives,0,,,0.0,,,,-9,0,Democratic,Republican,11-17-1994
2130,California,Los Angeles,34.097865999999996,-118.407379,0,0,Bombing/Explosion,Private Citizens & Property,United States,Unknown,,,,,Explosives,0,,,0.0,,,,-9,0,Democratic,Republican,12-1-1994
2131,Ohio,Middleburg Heights,41.371738,-81.810877,1,1,Hostage Taking (Barricade Incident),Business,United States,Aryan Republican Army,4.0,4.0,0.0,,Firearms,0,0.0,0.0,0.0,0.0,0.0,7906,0,0,Democratic,Republican,12-9-1994
2132,South Dakota,Rapid City,44.081165000000006,-103.230889,0,1,Facility/Infrastructure Attack,Abortion Related,United States,Anti-Abortion extremists,-99.0,-99.0,0.0,,Incendiary,0,0.0,0.0,0.0,0.0,0.0,1000,-9,0,Democratic,Republican,12-10-1994
2133,New Jersey,Caldwell,40.841437,-74.276645,0,1,Bombing/Explosion,Business,United States,Anti-Technology extremists,1.0,,,,Explosives,1,1.0,,0.0,,,,-9,0,Democratic,Republican,12-10-1994
2134,Virginia,Newport News,36.980292,-76.42755600000001,0,1,Facility/Infrastructure Attack,Abortion Related,United States,Anti-Abortion extremists,2.0,2.0,0.0,,Incendiary,0,0.0,0.0,0.0,0.0,0.0,400,-9,0,Democratic,Republican,12-13-1994
2135,New York,Albany,42.651445,-73.75525400000001,-9,1,Hostage Taking (Barricade Incident),Educational Institution,United States,Unknown,1.0,,,,Firearms,0,,,1.0,,,,-9,0,Democratic,Democrat,12-14-1994
2136,Kansas,Kansas City,39.113789000000004,-94.76535799999999,0,1,Facility/Infrastructure Attack,Abortion Related,United States,Anti-Abortion extremists,-99.0,-99.0,0.0,,Incendiary,0,0.0,0.0,0.0,0.0,0.0,1000,-9,0,Democratic,Democrat,12-14-1994
2137,Missouri,Kansas City,39.176086,-94.574127,0,0,Facility/Infrastructure Attack,Abortion Related,United States,Anti-Abortion extremists,-99.0,-99.0,0.0,,Incendiary,0,0.0,0.0,0.0,0.0,0.0,,-9,0,Democratic,Democrat,12-14-1994
2138,Missouri,Maryland Heights,38.716635,-90.436829,1,1,Hostage Taking (Barricade Incident),Business,United States,Aryan Republican Army,4.0,4.0,0.0,,Firearms,0,0.0,0.0,0.0,0.0,0.0,30144,0,0,Democratic,Democrat,12-27-1994
2139,Massachusetts,Brookline,42.331779,-71.12118199999999,0,1,Armed Assault,Abortion Related,United States,Anti-Abortion extremists,1.0,1.0,0.0,,Firearms,1,1.0,0.0,3.0,3.0,0.0,,-9,0,Democratic,Republican,12-30-1994
