"","id","provstate","city","latitude","longitude","doubtterr","success","attacktype1_txt","targtype1_txt","natlty1_txt","gname","claimed","weaptype1_txt","nkill","nkillus","nkillter","nwound","nwoundus","nwoundte","president_party","state_governor_party","date"
"2179",2270,"California","San Francisco",37.755363,-122.443352,FALSE,FALSE,"Bombing/Explosion","Airports & Aircraft","United States",NA,FALSE,"Explosives",0,0,0,0,0,0,"Democratic","Republican","1997-07-26"
"2180",2271,"New York","Fairport",43.10106,-77.441914,FALSE,FALSE,"Assassination","Abortion Related","United States","Army of God",FALSE,"Firearms",0,0,0,0,0,0,"Democratic","Republican","1997-10-28"
"2181",2272,"New York","New York City",40.697132,-73.931351,NA,TRUE,"Bombing/Explosion","Business","United States",NA,FALSE,"Explosives",0,0,0,0,0,0,"Democratic","Republican","1997-11-09"
"2182",2273,"Oregon","Burns",43.58604,-119.054654,FALSE,TRUE,"Facility/Infrastructure Attack","Government (General)","United States","Animal Liberation Front (ALF)",FALSE,NA,0,0,0,0,0,0,"Democratic","Democrat","1997-11-30"
"2183",2274,"Puerto Rico","Arecibo",18.47239,-66.719734,FALSE,FALSE,"Bombing/Explosion","Military","United States",NA,FALSE,"Explosives",0,0,0,0,0,0,"Democratic","New Progressive Party","1997-12-02"
"2184",2275,"New York","New York City",40.697132,-73.931351,FALSE,TRUE,"Bombing/Explosion","Business","United States",NA,FALSE,"Explosives",0,0,0,0,0,0,"Democratic","Republican","1997-12-15"
"2185",2276,"Illinois","Oakwood",40.11411,-87.778197,TRUE,TRUE,"Bombing/Explosion","Religious Figures/Institutions","United States",NA,FALSE,"Explosives",1,1,0,0,0,0,"Democratic","Republican","1997-12-30"
"2186",2277,"Mississippi","Jackson",32.29869,-90.180489,TRUE,TRUE,"Facility/Infrastructure Attack","Journalists & Media","United States",NA,FALSE,"Incendiary",0,0,0,0,0,0,"Democratic","Republican","1998-01-26"
"2187",2278,"Alabama","Birmingham",33.520295,-86.811504,FALSE,TRUE,"Bombing/Explosion","Abortion Related","United States","Army of God",TRUE,"Explosives",1,0,0,1,0,0,"Democratic","Democrat, Republican","1998-01-29"
"2188",2279,"New York","Rochester",43.233838,-77.571695,FALSE,TRUE,"Facility/Infrastructure Attack","Private Citizens & Property","United States","Animal Liberation Front (ALF)",TRUE,"Fake Weapons",0,0,0,0,0,0,"Democratic","Republican","1998-02-23"
"2189",2280,"California","Los Angeles",34.097866,-118.407379,TRUE,FALSE,"Unarmed Assault","Government (General)","United States",NA,FALSE,"Chemical",0,0,0,0,0,0,"Democratic","Republican","1998-03-26"
"2190",2281,"Puerto Rico","Arecibo",18.47239,-66.719734,FALSE,TRUE,"Facility/Infrastructure Attack","Food or Water Supply","United States","Macheteros",TRUE,"Incendiary",0,0,0,0,0,0,"Democratic","New Progressive Party","1998-03-31"
"2191",2282,"California","Pacific Beach",32.795975,-117.239659,FALSE,TRUE,"Facility/Infrastructure Attack","Abortion Related","United States",NA,FALSE,"Incendiary",0,0,0,0,0,0,"Democratic","Republican","1998-04-01"
"2192",2283,"North Dakota","Fargo",46.877257,-96.790247,TRUE,TRUE,"Facility/Infrastructure Attack","Abortion Related","United States",NA,FALSE,"Incendiary",0,0,0,0,0,0,"Democratic","Republican","1998-04-06"
"2193",2284,"New Mexico","Santa Fe",35.686975,-105.937799,FALSE,TRUE,"Facility/Infrastructure Attack","Private Citizens & Property","United States","Anti-Abortion extremists",FALSE,"Incendiary",0,0,0,0,0,0,"Democratic","Republican","1998-04-14"
"2194",2285,"Florida","Wimauma",27.713726,-82.29624,FALSE,TRUE,"Facility/Infrastructure Attack","Business","United States","Animal Liberation Front (ALF)",TRUE,"Incendiary",0,0,0,0,0,0,"Democratic","Democrat","1998-05-04"
"2195",2286,"Puerto Rico","Rio Piedras",18.386932,-66.061127,FALSE,TRUE,"Bombing/Explosion","Business","Puerto Rico","Macheteros",TRUE,"Explosives",0,0,0,0,0,0,"Democratic","New Progressive Party","1998-06-09"
"2196",2287,"Washington","Olympia",47.039225,-122.891429,FALSE,TRUE,"Facility/Infrastructure Attack","Government (General)","United States","Animal Liberation Front (ALF)",TRUE,"Incendiary",0,0,0,0,0,0,"Democratic","Democrat","1998-06-21"
"2197",2288,"Washington","Olympia",47.039225,-122.891429,FALSE,TRUE,"Facility/Infrastructure Attack","Government (General)","United States","Animal Liberation Front (ALF)",TRUE,"Incendiary",0,0,0,0,0,0,"Democratic","Democrat","1998-06-21"
"2198",2289,"Puerto Rico","Santa Isabel",17.966072,-66.404858,FALSE,TRUE,"Bombing/Explosion","Business","United States","Macheteros",FALSE,"Explosives",0,0,0,1,1,0,"Democratic","New Progressive Party","1998-06-24"
"2199",2290,"New Mexico","Santa Fe",35.686975,-105.937799,TRUE,TRUE,"Facility/Infrastructure Attack","Private Citizens & Property","United States","Anti-Environmentalists",FALSE,"Incendiary",0,0,0,0,0,0,"Democratic","Republican","1998-06-27"
"2200",2291,"Puerto Rico","Guaynabo",18.357497,-66.111137,FALSE,FALSE,"Bombing/Explosion","Telecommunication","United States",NA,FALSE,"Chemical",0,0,0,0,0,0,"Democratic","New Progressive Party","1998-07-09"
"2201",2292,"New Jersey","Paramus",40.944407,-74.070626,FALSE,TRUE,"Facility/Infrastructure Attack","Business","United States","Animal Liberation Front (ALF)",TRUE,"Incendiary",0,0,0,0,0,0,"Democratic","Republican","1998-07-16"
"2202",2293,"District of Columbia","Washington",38.908642,-77.015381,FALSE,TRUE,"Armed Assault","Government (General)","United States",NA,FALSE,"Firearms",2,2,0,1,1,0,"Democratic",NA,"1998-07-24"
"2203",2294,"Indiana","Lafayette",40.41737,-86.876554,FALSE,TRUE,"Bombing/Explosion","Government (General)","United States",NA,FALSE,"Explosives",0,0,0,0,0,0,"Democratic","Democrat","1998-08-02"
"2204",2295,"Ohio","Columbus",39.96196,-83.002984,FALSE,TRUE,"Facility/Infrastructure Attack","Abortion Related","United States","Anti-Abortion extremists",FALSE,"Incendiary",0,0,0,0,0,0,"Democratic","Republican","1998-08-21"
"2205",2296,"North Carolina","Fayetteville",35.078014,-78.963646,FALSE,TRUE,"Facility/Infrastructure Attack","Abortion Related","United States","Anti-Abortion extremists",FALSE,"Incendiary",0,0,0,0,0,0,"Democratic","Democrat","1998-09-08"
"2206",2297,"North Carolina","Fayetteville",35.078014,-78.963646,FALSE,TRUE,"Facility/Infrastructure Attack","Abortion Related","United States","Anti-Abortion extremists",FALSE,"Incendiary",0,0,0,0,0,0,"Democratic","Democrat","1998-09-08"
"2207",2298,"California","Arcata",40.86743,-124.085154,FALSE,TRUE,"Facility/Infrastructure Attack","Business","United States","Animal Liberation Front (ALF)",FALSE,"Incendiary",0,0,0,0,0,0,"Democratic","Republican","1998-09-21"
"2208",2299,"California","Arcata",40.86743,-124.085154,FALSE,FALSE,"Facility/Infrastructure Attack","Business","United States","Animal Liberation Front (ALF)",FALSE,"Incendiary",0,0,0,0,0,0,"Democratic","Republican","1998-09-21"
"2209",2300,"North Carolina","Lakedale",35.078014,-78.963646,FALSE,FALSE,"Bombing/Explosion","Abortion Related","United States",NA,FALSE,"Explosives",0,0,0,0,0,0,"Democratic","Democrat","1998-10-03"
"2210",2301,"North Carolina","Fayetteville",35.078014,-78.963646,FALSE,FALSE,"Bombing/Explosion","Abortion Related","United States",NA,FALSE,"Explosives",0,0,0,0,0,0,"Democratic","Democrat","1998-10-03"
"2211",2302,"Wyoming","Rock Springs",41.58616,-109.222772,FALSE,FALSE,"Facility/Infrastructure Attack","Government (General)","United States","Animal Liberation Front (ALF)",TRUE,"Incendiary",0,0,0,0,0,0,"Democratic","Republican","1998-10-11"
"2212",2303,"Colorado","Vail",39.640261,-106.374272,FALSE,TRUE,"Facility/Infrastructure Attack","Business","United States","Earth Liberation Front (ELF)",TRUE,"Incendiary",0,0,0,0,0,0,"Democratic","Democrat","1998-10-19"
"2213",2304,"New York","Amherst",42.978371,-78.799942,TRUE,TRUE,"Armed Assault","Abortion Related","United States","Army of God",FALSE,"Firearms",1,1,0,0,0,0,"Democratic","Republican","1998-10-23"
"2214",2305,"New Hampshire","Concord",43.20725,-71.536604,FALSE,FALSE,"Bombing/Explosion","Government (General)","United States",NA,TRUE,"Explosives",0,0,0,0,0,0,"Democratic","Democrat","1998-10-27"
"2215",2306,"New Hampshire","Concord",43.20725,-71.536604,FALSE,FALSE,"Bombing/Explosion","Government (General)","United States",NA,TRUE,"Explosives",0,0,0,0,0,0,"Democratic","Democrat","1998-10-27"
"2216",2307,"Oregon","Medford",42.357411,-122.861072,FALSE,TRUE,"Facility/Infrastructure Attack","Government (General)","United States","Earth Liberation Front (ELF)",TRUE,"Incendiary",0,0,0,0,0,0,"Democratic","Democrat","1998-12-26"
"2217",2308,"North Carolina","Asheville",35.59846,-82.553144,FALSE,FALSE,"Bombing/Explosion","Abortion Related","United States",NA,FALSE,"Explosives",0,0,0,0,0,0,"Democratic","Democrat","1999-03-13"
"2218",2309,"New Mexico","Albuquerque",35.08418,-106.648639,FALSE,TRUE,"Facility/Infrastructure Attack","Abortion Related","United States","Anti-Abortion extremists",FALSE,"Incendiary",0,0,0,0,0,0,"Democratic","Republican","1999-03-16"
"2219",2310,"New Mexico","Santa Fe",35.686975,-105.937799,FALSE,FALSE,"Bombing/Explosion","NGO","United States","Anti-Environmentalists",FALSE,"Explosives",0,0,0,0,0,0,"Democratic","Republican","1999-03-19"
"2220",2311,"District of Columbia","Washington",38.908642,-77.015381,TRUE,TRUE,"Bombing/Explosion","Government (General)","United States",NA,TRUE,"Explosives",0,0,0,0,0,0,"Democratic",NA,"1999-03-26"
"2221",2312,"New Jersey","Franklin",40.510833,-74.573423,FALSE,TRUE,"Facility/Infrastructure Attack","Business","United States","Animal Liberation Front (ALF)",TRUE,"Incendiary",0,0,0,0,0,0,"Democratic","Republican","1999-03-27"
"2222",2313,"Texas","San Antonio",29.406786,-98.481201,TRUE,TRUE,"Bombing/Explosion","Religious Figures/Institutions","United States",NA,TRUE,"Explosives",0,0,0,0,0,0,"Democratic","Republican","1999-03-28"
"2223",2314,"Wisconsin","Milwaukee",43.064388,-87.966202,FALSE,TRUE,"Facility/Infrastructure Attack","Abortion Related","United States","Anti-Abortion extremists",FALSE,"Incendiary",0,0,0,0,0,0,"Democratic","Republican","1999-03-28"
"2224",2315,"Nevada","Las Vegas",36.211296,-115.247536,TRUE,FALSE,"Bombing/Explosion","Government (General)","United States",NA,TRUE,"Explosives",0,0,0,0,0,0,"Democratic","Republican","1999-03-29"
"2225",2316,"South Dakota","Sioux Falls",43.549975,-96.700327,FALSE,TRUE,"Facility/Infrastructure Attack","Abortion Related","United States","Anti-Abortion extremists",FALSE,"Incendiary",0,0,0,0,0,0,"Democratic","Republican","1999-03-29"
"2226",2317,"Wisconsin","Waukesha",43.014423,-88.235513,FALSE,TRUE,"Facility/Infrastructure Attack","Abortion Related","United States","Anti-Abortion extremists",FALSE,"Incendiary",0,0,0,0,0,0,"Democratic","Republican","1999-03-31"
"2227",2318,"Colorado","Colorado Springs",38.864281,-104.778412,FALSE,TRUE,"Facility/Infrastructure Attack","Government (General)","United States","Anti-Government Group",FALSE,"Incendiary",0,0,0,1,1,0,"Democratic","Republican","1999-04-10"
"2228",2319,"Colorado","Littleton",39.616905,-105.014519,TRUE,TRUE,"Hostage Taking (Kidnapping)","Educational Institution","United States",NA,FALSE,"Firearms",15,15,2,24,24,0,"Democratic","Republican","1999-04-20"
"2229",2320,"Washington","Cle Elum",47.19504,-120.939419,FALSE,TRUE,"Facility/Infrastructure Attack","Business","United States",NA,FALSE,"Incendiary",0,0,0,0,0,0,"Democratic","Democrat","1999-05-01"
"2230",2321,"New Mexico","Albuquerque",35.08418,-106.648639,FALSE,TRUE,"Facility/Infrastructure Attack","Abortion Related","United States","Anti-Abortion extremists",FALSE,"Incendiary",0,0,0,0,0,0,"Democratic","Republican","1999-05-01"
"2231",2322,"Oregon","Eugene",44.04992,-123.088544,FALSE,TRUE,"Facility/Infrastructure Attack","Business","United States","Animal Liberation Front (ALF)",FALSE,NA,0,0,0,0,0,0,"Democratic","Democrat","1999-05-09"
"2232",2323,"California","Sacramento",38.579065,-121.491014,FALSE,TRUE,"Facility/Infrastructure Attack","Religious Figures/Institutions","United States","Anti-Semitic extremists",TRUE,"Incendiary",0,0,0,0,0,0,"Democratic","Democrat","1999-06-18"
"2233",2324,"California","Carmichael",38.609823,-121.353164,FALSE,TRUE,"Facility/Infrastructure Attack","Religious Figures/Institutions","United States","Anti-Semitic extremists",FALSE,"Incendiary",0,0,0,0,0,0,"Democratic","Democrat","1999-06-18"
"2234",2325,"California","Sacramento",38.586157,-121.39274,FALSE,TRUE,"Facility/Infrastructure Attack","Religious Figures/Institutions","United States","Anti-Semitic extremists",FALSE,"Incendiary",0,0,0,0,0,0,"Democratic","Democrat","1999-06-18"
"2235",2326,"California","Redding",40.587515,-122.392934,FALSE,TRUE,"Armed Assault","Private Citizens & Property","United States","White extremists",FALSE,"Firearms",2,2,0,0,0,0,"Democratic","Democrat","1999-07-01"
"2236",2327,"Illinois","Chicago",41.842602,-87.681229,TRUE,TRUE,"Armed Assault","Private Citizens & Property","United States","World Church of the Creator",FALSE,"Firearms",0,0,0,6,6,0,"Democratic","Republican","1999-07-02"
"2237",2328,"Illinois","Skokie",42.02634,-87.755679,TRUE,TRUE,"Armed Assault","Private Citizens & Property","United States","World Church of the Creator",FALSE,"Firearms",1,1,0,0,0,0,"Democratic","Republican","1999-07-02"
"2238",2329,"Illinois","Northbrook",42.12972,-87.831564,TRUE,TRUE,"Armed Assault","Private Citizens & Property","United States","World Church of the Creator",FALSE,"Firearms",0,0,0,1,1,0,"Democratic","Republican","1999-07-02"
"2239",2330,"California","Sacramento",38.579065,-121.491014,FALSE,TRUE,"Facility/Infrastructure Attack","Abortion Related","United States","White extremists",FALSE,"Incendiary",0,0,0,0,0,0,"Democratic","Democrat","1999-07-02"
"2240",2331,"Illinois","Decatur",39.845845,-88.952459,TRUE,TRUE,"Armed Assault","Religious Figures/Institutions","United States","World Church of the Creator",FALSE,"Firearms",0,0,0,1,1,0,"Democratic","Republican","1999-07-03"
"2241",2332,"Illinois","Springfield",39.801055,-89.643604,TRUE,TRUE,"Armed Assault","Private Citizens & Property","United States","World Church of the Creator",FALSE,"Firearms",0,0,0,1,1,0,"Democratic","Republican","1999-07-03"
"2242",2333,"Indiana","Bloomington",39.164021,-86.509869,TRUE,TRUE,"Armed Assault","Private Citizens & Property","United States","World Church of the Creator",FALSE,"Firearms",2,2,1,0,0,0,"Democratic","Democrat","1999-07-04"
"2243",2334,"Pennsylvania","Level Corner",41.203322,-77.194525,FALSE,TRUE,"Unarmed Assault","Business","United States","The Justice Department",TRUE,"Other",0,0,0,1,1,0,"Democratic","Republican","1999-08-01"
"2244",2335,"Oregon","Brothers",43.804133,-120.554201,FALSE,FALSE,"Unarmed Assault","Business","United States","The Justice Department",TRUE,"Other",0,0,0,0,0,0,"Democratic","Democrat","1999-08-01"
"2245",2336,"New Hampshire","Greenland",43.03643,-70.840499,FALSE,TRUE,"Facility/Infrastructure Attack","Abortion Related","United States","Anti-Abortion extremists",FALSE,"Incendiary",0,0,0,0,0,0,"Democratic","Democrat","1999-08-01"
"2246",2337,"Michigan","Escanaba",45.74564,-87.079759,FALSE,TRUE,"Facility/Infrastructure Attack","Maritime","United States","Earth Liberation Front (ELF)",FALSE,"Incendiary",0,0,0,0,0,0,"Democratic","Republican","1999-08-07"
"2247",2338,"California","Granada Hills",34.097866,-118.407379,TRUE,TRUE,"Armed Assault","Religious Figures/Institutions","United States","Aryan Nation",TRUE,"Firearms",0,0,0,5,0,0,"Democratic","Democrat","1999-08-10"
"2248",2339,"Wisconsin","Plymouth",43.748829,-87.977206,FALSE,TRUE,"Facility/Infrastructure Attack","Business","United States","Animal Liberation Front (ALF)",TRUE,"Incendiary",0,0,0,0,0,0,"Democratic","Republican","1999-08-11"
"2249",2340,"Massachusetts","Northborough",42.310129,-71.655451,TRUE,TRUE,"Unarmed Assault","Private Citizens & Property","United States","Animal Liberation Front (ALF)",FALSE,"Melee",0,0,0,0,0,0,"Democratic","Republican","1999-08-21"
"2250",2341,"Florida","Tallahassee",30.439775,-84.280649,TRUE,FALSE,"Bombing/Explosion","Educational Institution","United States","White extremists",TRUE,"Explosives",0,0,0,0,0,0,"Democratic","Republican","1999-08-31"
"2251",2342,"Florida","Tallahassee",30.439775,-84.280649,TRUE,TRUE,"Bombing/Explosion","Educational Institution","United States","White extremists",TRUE,"Explosives",0,0,0,0,0,0,"Democratic","Republican","1999-09-23"
"2252",2343,"South Dakota","Rapid City",44.081165,-103.230889,FALSE,FALSE,"Facility/Infrastructure Attack","Abortion Related","United States","Anti-Abortion extremists",FALSE,"Incendiary",0,0,0,0,0,0,"Democratic","Republican","1999-10-08"
"2253",2344,"Rhode Island","Warwick",41.700101,-71.416167,FALSE,TRUE,"Facility/Infrastructure Attack","Business","United States","Animal Liberation Front (ALF)",TRUE,"Incendiary",0,0,0,0,0,0,"Democratic","Republican","1999-10-22"
"2254",2345,"Texas","San Antonio",29.406786,-98.481201,FALSE,FALSE,"Unarmed Assault","Educational Institution","United States","The Justice Department",TRUE,"Other",0,0,0,0,0,0,"Democratic","Republican","1999-10-25"
"2255",2346,"Louisiana","Covington",30.441766,-90.109985,FALSE,FALSE,"Unarmed Assault","Educational Institution","United States","The Justice Department",TRUE,"Other",0,0,0,0,0,0,"Democratic","Republican","1999-10-25"
"2256",2347,"California","Davis",38.538232,-121.761712,FALSE,FALSE,"Unarmed Assault","Educational Institution","United States","The Justice Department",TRUE,"Other",0,0,0,0,0,0,"Democratic","Democrat","1999-10-25"
"2257",2348,"Minnesota","Minneapolis",44.964985,-93.260193,FALSE,FALSE,"Unarmed Assault","Educational Institution","United States","The Justice Department",TRUE,"Other",0,0,0,0,0,0,"Democratic","Minnesota Independence Party","1999-10-25"
"2258",2349,"Oregon","Portland",45.499045,-122.685942,FALSE,FALSE,"Unarmed Assault","Educational Institution","United States","The Justice Department",TRUE,"Other",0,0,0,0,0,0,"Democratic","Democrat","1999-10-25"
"2259",2350,"Michigan","Ann Arbor",42.278044,-83.738224,FALSE,FALSE,"Unarmed Assault","Educational Institution","United States","The Justice Department",TRUE,"Other",0,0,0,0,0,0,"Democratic","Republican","1999-10-25"
"2260",2351,"Massachusetts","Cambridge",42.377003,-71.11666,FALSE,FALSE,"Unarmed Assault","Educational Institution","United States","The Justice Department",TRUE,"Other",0,0,0,0,0,0,"Democratic","Republican","1999-10-26"
"2261",2352,"Alabama","Birmingham",33.496462,-86.809515,FALSE,FALSE,"Unarmed Assault","Educational Institution","United States","The Justice Department",TRUE,"Other",0,0,0,0,0,0,"Democratic","Democrat","1999-10-26"
"2262",2353,"Georgia","Atlanta",33.764496,-84.432083,FALSE,FALSE,"Unarmed Assault","Educational Institution","United States","The Justice Department",TRUE,"Other",0,0,0,0,0,0,"Democratic","Democrat","1999-10-27"
"2263",2354,"Wisconsin","Madison",43.076592,-89.412488,FALSE,FALSE,"Unarmed Assault","Educational Institution","United States","The Justice Department",TRUE,"Other",0,0,0,0,0,0,"Democratic","Republican","1999-10-27"
"2264",2355,"Washington","Seattle",47.610786,-122.331306,FALSE,FALSE,"Unarmed Assault","Educational Institution","United States","The Justice Department",TRUE,"Other",0,0,0,0,0,0,"Democratic","Democrat","1999-10-27"
"2265",2356,"Washington","Seattle",47.610786,-122.331306,FALSE,TRUE,"Facility/Infrastructure Attack","Business","United States","Animal Liberation Front (ALF)",TRUE,"Incendiary",0,0,0,0,0,0,"Democratic","Democrat","1999-11-01"
"2266",2357,"California","Santa Rosa",38.437731,-122.712427,FALSE,FALSE,"Facility/Infrastructure Attack","Business","United States","Animal Liberation Front (ALF)",TRUE,"Incendiary",0,0,0,0,0,0,"Democratic","Democrat","1999-12-20"
"2267",2358,"Oregon","Monmouth",44.846329,-123.229326,FALSE,TRUE,"Facility/Infrastructure Attack","Business","United States","Earth Liberation Front (ELF)",TRUE,"Incendiary",0,0,0,0,0,0,"Democratic","Democrat","1999-12-25"
"2268",2359,"Oregon","Bend",43.832571,-121.257501,FALSE,TRUE,"Facility/Infrastructure Attack","Utilities","United States","Earth Liberation Front (ELF)",FALSE,"Sabotage Equipment",0,0,0,0,0,0,"Democratic","Democrat","1999-12-30"
"2269",2360,"Michigan","East Lansing",42.7375,-84.483779,FALSE,TRUE,"Facility/Infrastructure Attack","Educational Institution","United States","Earth Liberation Front (ELF)",TRUE,"Incendiary",0,0,0,0,0,0,"Democratic","Republican","1999-12-31"
"2270",2361,"Michigan","Mesick",44.405705,-85.714454,FALSE,TRUE,"Facility/Infrastructure Attack","Business","United States","Earth Liberation Front (ELF)",FALSE,"Incendiary",0,0,0,0,0,0,"Democratic","Republican","2000-01-01"
"2271",2362,"California","Petaluma",38.232471,-122.644448,FALSE,TRUE,"Facility/Infrastructure Attack","Business","United States","Animal Liberation Front (ALF)",TRUE,"Incendiary",0,0,0,0,0,0,"Democratic","Democrat","2000-01-03"
"2272",2363,"Ohio","Cincinnati",39.103175,-84.511981,FALSE,FALSE,"Bombing/Explosion","Abortion Related","United States","Anti-Abortion extremists",FALSE,"Explosives",0,0,0,0,0,0,"Democratic","Republican","2000-01-03"
"2273",2364,"Ohio","Cincinnati",39.103175,-84.511981,FALSE,FALSE,"Bombing/Explosion","Abortion Related","United States","Anti-Abortion extremists",FALSE,"Explosives",0,0,0,0,0,0,"Democratic","Republican","2000-01-03"
"2274",2365,"California","Petaluma",38.232471,-122.644448,FALSE,TRUE,"Facility/Infrastructure Attack","Business","United States","Animal Liberation Front (ALF)",TRUE,"Incendiary",0,0,0,0,0,0,"Democratic","Democrat","2000-01-15"
"2275",2366,"Indiana","Bloomington",39.16659,-86.534244,FALSE,TRUE,"Facility/Infrastructure Attack","Private Citizens & Property","United States","Earth Liberation Front (ELF)",TRUE,"Incendiary",0,0,0,0,0,0,"Democratic","Democrat","2000-01-20"
"2276",2367,"California","Redwood City",37.484175,-122.227102,FALSE,FALSE,"Facility/Infrastructure Attack","Business","United States","Animal Liberation Front (ALF)",TRUE,"Incendiary",0,0,0,0,0,0,"Democratic","Democrat","2000-01-24"
"2277",2368,"California","Fremont",37.548148,-121.988566,FALSE,TRUE,"Facility/Infrastructure Attack","Business","United States","Animal Liberation Front (ALF)",TRUE,"Incendiary",0,0,0,0,0,0,"Democratic","Democrat","2000-02-25"
"2278",2369,"Wisconsin","Viroqua",43.557135,-90.888714,FALSE,TRUE,"Facility/Infrastructure Attack","Business","United States","Animal Liberation Front (ALF)",TRUE,"Incendiary",0,0,0,0,0,0,"Democratic","Republican","2000-03-12"
"2279",2370,"Utah","Ogden",41.222365,-111.970459,TRUE,TRUE,"Unarmed Assault","Government (General)","United States",NA,FALSE,"Chemical",0,0,0,3,3,0,"Democratic","Republican","2000-03-22"
"2280",2371,"Arizona","Chandler",33.335061,-111.876318,TRUE,TRUE,"Bombing/Explosion","Private Citizens & Property","United States",NA,FALSE,"Explosives",0,0,0,1,1,0,"Democratic","Republican","2000-03-25"
"2281",2372,"Missouri","Kansas City",39.176086,-94.574127,TRUE,TRUE,"Unarmed Assault","Government (General)","United States",NA,FALSE,"Chemical",0,0,0,3,3,0,"Democratic","Democrat","2000-04-03"
"2282",2373,"Arizona","Phoenix",33.44826,-112.075774,TRUE,TRUE,"Facility/Infrastructure Attack","Private Citizens & Property","United States","Coalition to Save the Preserves (CSP)",TRUE,"Incendiary",0,0,0,0,0,0,"Democratic","Republican","2000-04-09"
"2283",2374,"Florida","Oakland Park",26.172735,-80.131209,FALSE,TRUE,"Facility/Infrastructure Attack","Abortion Related","United States","Anti-Abortion extremists",FALSE,"Incendiary",0,0,0,0,0,0,"Democratic","Republican","2000-04-14"
"2284",2375,"Washington","Olympia",47.039225,-122.891429,FALSE,TRUE,"Facility/Infrastructure Attack","Business","United States","Revenge of the Trees",TRUE,"Incendiary",0,0,0,0,0,0,"Democratic","Democrat","2000-05-07"
"2285",2376,"New Hampshire","Concord",43.20725,-71.536604,FALSE,TRUE,"Facility/Infrastructure Attack","Abortion Related","United States","Anti-Abortion extremists",FALSE,"Incendiary",0,0,0,0,0,0,"Democratic","Democrat","2000-05-27"
"2286",2377,"Oregon","Eugene",44.04992,-123.088544,FALSE,FALSE,"Facility/Infrastructure Attack","Business","United States","Environmentalists",FALSE,"Incendiary",0,0,0,0,0,0,"Democratic","Democrat","2000-05-27"
"2287",2378,"Oregon","Eugene",44.04992,-123.088544,FALSE,TRUE,"Bombing/Explosion","Business","United States","Environmentalists",FALSE,"Explosives",0,0,0,0,0,0,"Democratic","Democrat","2000-06-16"
"2288",2379,"Indiana","North Vernon",39.01737,-85.760763,FALSE,TRUE,"Facility/Infrastructure Attack","Business","United States","Animal Liberation Front (ALF)",TRUE,"Incendiary",0,0,0,0,0,0,"Democratic","Democrat","2000-07-02"
"2289",2380,"Wisconsin","Milwaukee",43.064388,-87.966202,FALSE,FALSE,"Bombing/Explosion","Military","United States",NA,FALSE,"Explosives",0,0,0,0,0,0,"Democratic","Republican","2000-07-19"
"2290",2381,"Oregon","Eugene",44.045558,-123.080222,FALSE,TRUE,"Facility/Infrastructure Attack","Police","United States","Earth Liberation Front (ELF)",FALSE,"Incendiary",0,0,0,0,0,0,"Democratic","Democrat","2000-09-06"
"2291",2382,"Indiana","Bloomington",39.16659,-86.534244,FALSE,TRUE,"Facility/Infrastructure Attack","Government (General)","United States","Earth Liberation Front (ELF)",TRUE,"Incendiary",0,0,0,0,0,0,"Democratic","Democrat","2000-09-09"
"2292",2383,"Arizona","Phoenix",33.44826,-112.075774,TRUE,TRUE,"Facility/Infrastructure Attack","Private Citizens & Property","United States","Coalition to Save the Preserves (CSP)",TRUE,"Incendiary",0,0,0,0,0,0,"Democratic","Republican","2000-10-20"
"2293",2384,"Colorado","Niwot",40.103955,-105.172429,FALSE,TRUE,"Facility/Infrastructure Attack","Private Citizens & Property","United States","Earth Liberation Front (ELF)",TRUE,"Incendiary",0,0,0,0,0,0,"Democratic","Republican","2000-11-27"
"2294",2385,"New York","Middle Island",40.883456,-72.940741,FALSE,TRUE,"Facility/Infrastructure Attack","Business","United States","Earth Liberation Front (ELF)",TRUE,"Incendiary",0,0,0,0,0,0,"Democratic","Republican","2000-12-09"
"2295",2386,"Arizona","Phoenix",33.44826,-112.075774,TRUE,TRUE,"Facility/Infrastructure Attack","Private Citizens & Property","United States","Coalition to Save the Preserves (CSP)",TRUE,"Incendiary",0,0,0,0,0,0,"Democratic","Republican","2000-12-10"
"2296",2387,"Arizona","Phoenix",33.44826,-112.075774,TRUE,TRUE,"Facility/Infrastructure Attack","Private Citizens & Property","United States","Coalition to Save the Preserves (CSP)",TRUE,"Incendiary",0,0,0,0,0,0,"Democratic","Republican","2000-12-14"
"2297",2388,"Arizona","Phoenix",33.44826,-112.075774,TRUE,TRUE,"Facility/Infrastructure Attack","Private Citizens & Property","United States","Coalition to Save the Preserves (CSP)",TRUE,"Incendiary",0,0,0,0,0,0,"Democratic","Republican","2000-12-14"
"2298",2389,"New York","Miller Place",40.960042,-72.995514,FALSE,TRUE,"Facility/Infrastructure Attack","Business","United States","Earth Liberation Front (ELF)",TRUE,"Incendiary",0,0,0,0,0,0,"Democratic","Republican","2000-12-19"
"2299",2390,"Arizona","Phoenix",33.44826,-112.075774,TRUE,TRUE,"Facility/Infrastructure Attack","Private Citizens & Property","United States","Coalition to Save the Preserves (CSP)",TRUE,"Incendiary",0,0,0,0,0,0,"Democratic","Republican","2000-12-20"
"2300",2391,"New York","Mount Sinai",40.946995,-73.021319,FALSE,TRUE,"Facility/Infrastructure Attack","Business","United States","Earth Liberation Front (ELF)",TRUE,"Incendiary",0,0,0,0,0,0,"Democratic","Republican","2000-12-30"
